Timestamp,Which college are you from?,City,Public/Private,CAPS,KEY,Education,  Is anyone from your family into Entrepreneurship?  ,Which year of college are you in currently? ,It’s easy to find the right mentor in college for my startup. ,My college and college clubs develop my entrepreneurial skills and abilities ,My institution has introduced courses in order to keep us in touch with growing wave of entrepreneurship in the country ,My family would support me if I shift my focus to unconventional or entrepreneurial activities ,If I decide to be an entrepreneur family support will be an important factor for me ,I’ll readily get mental and executional support from my peers for my venture ,It is easy for me to get funding for my startup from alumni or outside ,My country has created an ecosystem that enables young entrepreneurs to pursue their passion ,My college is located in a city which is active in entrepreneurship ,How likely are you to take up entrepreneurship as a career? ,,,,
3-4-2023 22:32:40,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,Father,3,4,4,4,2,5,4,4,3,3,2,,,,3
3-4-2023 22:33:22,Nit Trichy,Tiruchirappalli,,NIT TRICHY,38,,Grandparents,2,4,5,5,2,5,4,4,4,3,4,,,,3
3-8-2023 14:50:54,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,2,4,4,3,4,5,4,3,3,2,3,,,,1
3-10-2023 11:55:59,NIT Trichy,Tiruchirappalli,,NIT TRICHY,38,,Sibling,2,4,4,2,5,4,3,3,4,3,5,,,,-1
3-13-2023 15:32:03,Nit trichy,Tiruchirappalli,,NIT TRICHY,38,,No One,2,4,4,4,3,5,4,4,4,2,3,,,,2
3-13-2023 19:14:40,NIT TRICHY,Tiruchirappalli,,NIT TRICHY,38,,No One,3,3,3,2,5,5,3,3,3,2,3,,,,0
2-19-2023 10:37:16,Nit Trichy ,Tiruchirappalli,,NIT TRICHY ,38,,No One,1,4,4,4,3,5,4,4,3,5,5,,,,2
2-19-2023 10:44:25,Nit Trichy ,Tiruchirappalli,,NIT TRICHY ,38,,No One,1,3,4,2,2,3,3,3,2,3,2,,,,1
3-13-2023 15:50:52,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,No One,4,4,4,4,3,3,4,4,4,4,4,,,,0
3-13-2023 15:51:25,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,Father,1,5,5,5,5,5,5,5,5,5,5,,,,0
3-13-2023 15:55:21,"NIT, Trichy",Tiruchirappalli,,"NIT, TRICHY",38,,No One,1,5,5,5,3,3,5,5,5,5,5,,,,0
2-19-2023 9:32:05,"Nit, Trichy ",Tiruchirappalli,,"NIT, TRICHY ",38,,No One,1,3,3,3,4,3,3,4,3,2,4,,,,-1
2-8-2023 23:11:21,NITT,Tiruchirappalli,,NITT,38,,Father,3,1,3,3,2,4,2,3,2,3,4,,,,2
2-19-2023 9:50:28,NITT,Tiruchirappalli,,NITT,38,,No One,2,1,1,3,2,5,2,2,1,1,2,,,,3
3-13-2023 17:36:20,nitt,Tiruchirappalli,,NITT,38,,No One,3,2,2,1,2,5,2,2,4,1,1,,,,3
3-3-2023 16:26:32,Nit Warangal,Warangal,,NIT WARANGAL,39,,No One,3,3,3,3,3,3,3,2,4,2,2,,,,0
3-3-2023 19:13:40,NIT Warangal,Warangal,,NIT WARANGAL,39,,No One,4,3,4,4,2,5,4,4,3,2,2,,,,3
3-4-2023 22:31:01,NIT Warangal,Warangal,,NIT WARANGAL,39,,No One,2,4,4,4,4,4,4,3,3,3,3,,,,0
3-4-2023 22:31:40,NIT Warangal,Warangal,,NIT WARANGAL,39,,Father,2,2,3,3,3,3,3,2,2,2,1,,,,0
3-6-2023 23:37:48,Nit Warangal ,Warangal,,NIT WARANGAL ,39,,Grandparents,2,4,4,4,3,4,3,3,3,3,2,,,,1
3-6-2023 23:38:58,Nit Warangal ,Warangal,,NIT WARANGAL ,39,,No One,1,3,3,3,2,5,3,2,2,2,1,,,,3
3-11-2023 1:32:51,PICT,Warangal,,PICT,39,,No One,2,3,3,3,4,5,3,3,4,5,3,,,,1
3-11-2023 1:33:50,PICT,Warangal,,PICT,39,,No One,2,2,4,2,4,4,4,4,5,4,4,,,,0
2-11-2023 11:05:13,Pune Institute of Computer Technology,Warangal,,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,39,,Mother,2,3,3,3,2,3,2,3,2,4,3,,,,1
3-3-2023 23:36:00,RVCE,Bangalore,,RVCE,40,,No One,4,4,3,4,2,4,4,4,4,5,2,,,,2
3-3-2023 23:36:35,RVCE,Bangalore,,RVCE,40,,No One,2,4,4,4,2,4,3,3,3,5,3,,,,2
3-3-2023 23:37:33,RVCE,Bangalore,,RVCE,40,,Father,3,4,2,3,2,5,3,2,2,4,1,,,,3
3-13-2023 19:39:40,RVCE,Bangalore,,RVCE,40,,No One,3,4,4,3,5,5,4,3,4,5,5,,,,0
3-13-2023 19:40:15,RVCE,Bangalore,,RVCE,40,,Grandparents,1,2,2,1,3,4,4,3,3,5,4,,,,1
3-8-2023 3:10:09,RVCE bangalore,Bangalore,,RVCE BANGALORE,40,,Grandparents,2,4,4,4,4,4,3,4,3,4,3,,,,0
3-8-2023 3:10:43,RVCE bangalore,Bangalore,,RVCE BANGALORE,40,,No One,2,4,5,3,3,5,4,3,3,5,2,,,,2
3-13-2023 15:21:02,SRCC,Delhi,,SRCC,41,,No One,3,3,2,2,4,2,5,2,4,5,3,,,,-2
3-13-2023 15:27:09,SRCC,Delhi,,SRCC,41,,No One,2,3,3,2,5,5,5,2,4,5,4,,,,0
3-13-2023 15:27:24,SRCC,Delhi,,SRCC,41,,Father,2,4,1,1,5,5,1,3,5,5,5,,,,0
3-13-2023 15:30:48,SRCC,Delhi,,SRCC,41,,No One,1,3,2,2,2,5,3,2,5,4,2,,,,3
3-13-2023 15:34:47,SRCC,Delhi,,SRCC,41,,No One,4,4,2,1,2,3,4,3,4,5,2,,,,1
3-13-2023 17:12:46,srcc,Delhi,,SRCC,41,,No One,4,3,3,3,3,3,3,3,3,4,3,,,,0
3-13-2023 19:06:53,SRCC,Delhi,,SRCC,41,,Father,2,4,3,2,4,5,3,3,4,5,4,,,,1
3-13-2023 19:38:28,SRCC,Delhi,,SRCC,41,,Father,3,3,3,2,4,5,3,3,4,4,3,,,,1
3-13-2023 19:39:01,SRCC,Delhi,,SRCC,41,,No One,4,4,4,4,4,4,4,4,4,5,5,,,,0
3-13-2023 20:04:50,SRCC,Delhi,,SRCC,41,,No One,4,4,3,2,4,4,4,3,3,4,4,,,,0
3-3-2023 16:38:02,SRM,Chennai,,SRM,42,,No One,3,3,3,3,5,4,4,3,4,3,4,,,,-1
3-13-2023 16:15:55,SRM Chennai ,Chennai,,SRM CHENNAI ,42,,Father,4,3,4,2,5,5,4,4,3,4,5,,,,0
3-13-2023 16:16:58,SRM Chennai ,Chennai,,SRM CHENNAI ,42,,Father,2,3,4,2,5,3,4,5,3,4,2,,,,-2
2-19-2023 2:49:13,SRM KTR,Chennai,,SRM KTR,44,,No One,2,3,3,4,4,5,3,3,3,3,3,,,,1
3-3-2023 16:29:35,SRM university,Chennai,,SRM UNIVERSITY,44,,Father,3,4,4,2,5,3,4,3,2,4,3,,,,-2
3-13-2023 15:41:05,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,Sibling,3,4,4,4,4,4,4,4,4,4,4,,,,0
3-13-2023 15:42:18,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,Father,2,5,4,4,4,5,4,4,5,5,5,,,,1
3-13-2023 15:43:07,Symbiosis Institute of Business Management Pune,Pune,,SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE,44,,No One,3,4,5,4,4,4,4,4,4,4,4,,,,0
3-13-2023 16:00:45,University of Mumbai ,Mumbai,,UNIVERSITY OF MUMBAI ,45,,Father,3,2,3,2,5,5,5,5,5,5,5,,,,0
3-13-2023 16:01:22,University of Mumbai ,Mumbai,,UNIVERSITY OF MUMBAI ,45,,No One,4,3,3,1,3,5,2,3,4,5,2,,,,2
2-26-2023 18:08:06,"VIIT, pune-48 ",Pune,,"VIIT, PUNE-48 ",46,,Father,2,3,4,5,4,3,4,4,3,5,4,,,,-1
2-26-2023 17:16:59,Vishwakarma institute of information technology Pune ,Pune,,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY PUNE ,46,,No One,2,2,5,3,3,5,3,2,4,5,2,,,,2
2-24-2023 22:09:49,VIT,Vellore,,VIT,47,,No One,3,2,3,3,5,3,5,2,2,2,4,,,,-2
3-13-2023 20:12:04,VIT,Vellore,,VIT,47,,No One,1,3,3,2,3,5,4,3,4,2,3,,,,2
3-13-2023 20:13:53,VIT ,Vellore,,VIT ,47,,No One,4,3,3,2,4,5,4,3,4,1,2,,,,1
3-3-2023 16:28:23,Vit vellore,Vellore,,VIT VELLORE,47,,No One,3,4,3,4,4,3,5,5,3,3,4,,,,-1
3-3-2023 19:07:32,VIT Vellore,Vellore,,VIT VELLORE,47,,No One,2,3,4,4,2,4,4,3,3,3,2,,,,2
3-3-2023 19:10:27,VIT Vellore,Vellore,,VIT VELLORE,47,,Father,1,4,3,4,4,4,4,4,4,4,4,,,,0
3-5-2023 7:09:59,VIT Vellore,Vellore,,VIT VELLORE,47,,No One,2,4,4,4,4,4,4,4,4,4,4,,,,0
3-13-2023 19:06:28,vit vellore,Vellore,,VIT VELLORE,47,,No One,3,3,3,2,4,4,3,2,2,2,2,,,,0
3-13-2023 16:04:10,VIT Vellore ,Vellore,,VIT VELLORE ,47,,Father,4,3,5,3,5,5,5,5,3,3,5,,,,0
3-13-2023 16:04:52,VIT Vellore ,Vellore,,VIT VELLORE ,47,,Father,3,4,5,2,5,5,5,5,2,2,1,,,,0
2-24-2023 22:22:58,VIT-AP,Vellore,,VIT-AP,47,,No One,3,2,3,3,5,5,4,3,4,2,4,,,,0
3-3-2023 23:39:46,VTU Bangalore,Bangalore,,VTU BANGALORE,48,,Father,2,4,4,4,3,4,3,3,3,5,3,,,,1
3-3-2023 23:40:30,VTU Bangalore,Bangalore,,VTU BANGALORE,48,,No One,1,4,4,4,3,4,3,3,3,4,3,,,,1
3-5-2023 11:08:02,IIEST Shibpur ,Shibpur,,IIEST SHIBPUR ,49,,Father,2,1,1,1,3,4,5,1,3,2,1,,,,1
3-5-2023 11:11:01,IIEST Shibpur ,Shibpur,,IIEST SHIBPUR ,49,,No One,3,1,1,2,3,5,4,2,3,2,3,,,,2
3-13-2023 15:45:05,IISER Bhopal,Bhopal,,IISER BHOPAL,50,,Grandparents,3,1,1,1,4,5,3,2,3,2,3,,,,1
3-13-2023 15:45:57,IISER Bhopal,Bhopal,,IISER BHOPAL,50,,No One,2,1,1,1,1,5,3,1,3,1,1,,,,4
3-8-2023 3:12:39,IIT mandi,Mandi,,IIT MANDI,51,,No One,2,4,3,4,3,5,4,3,3,3,3,,,,2
3-8-2023 3:13:23,IIT Mandi,Mandi,,IIT MANDI,51,,Grandparents,2,4,4,5,2,4,4,4,3,2,3,,,,2
3-5-2023 22:23:25,Kristu jayanti,Bangalore,,KRISTU JAYANTI,52,,No One,3,2,2,3,3,5,4,3,4,2,3,,,,2
3-6-2023 1:35:10,kristu jayanti college,Bangalore,,KRISTU JAYANTI COLLEGE,52,,No One,3,1,1,5,4,5,5,5,5,2,4,,,,1
3-13-2023 15:56:45,PEC ,Chandigarh,,PEC ,53,,No One,3,2,2,2,5,5,3,3,2,2,2,,,,0
3-13-2023 15:49:53,PEC Chandigarh ,Chandigarh,,PEC CHANDIGARH ,53,,No One,1,1,1,1,1,5,3,3,2,3,1,,,,4
3-5-2023 13:10:07,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,Prayagraj,,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,54,,No One,2,3,3,2,5,5,4,3,4,4,4,,,,0
3-5-2023 13:13:56,Sam Higginbottom University of Agriculture technology and Sciences ,Prayagraj,,SAM HIGGINBOTTOM UNIVERSITY OF AGRICULTURE TECHNOLOGY AND SCIENCES ,54,,Father,2,5,5,1,5,5,5,3,3,3,5,,,,0
3-5-2023 13:15:12,SHUATS,Prayagraj,,SHUATS,54,,No One,2,4,3,3,4,3,4,3,3,3,3,,,,-1
3-5-2023 13:18:54,Shuats ,Prayagraj,,SHUATS ,54,,No One,2,3,3,3,3,4,4,3,3,3,3,,,,1
2-27-2023 20:17:07,Blde clg,Bijapur,,BLDE CLG,55,,No One,2,2,3,1,4,5,3,2,4,1,2,,,,1
2-27-2023 21:11:28,BLDEA's V P Dr PG Halakatti College of Engineering & Technology,Bijapur,,BLDEA'S V P DR PG HALAKATTI COLLEGE OF ENGINEERING & TECHNOLOGY,55,,No One,2,1,1,2,3,2,2,2,3,4,3,,,,-1
3-5-2023 14:00:54,Dyal singh college ,Delhi,,DYAL SINGH COLLEGE ,43,,No One,1,3,3,3,4,4,5,5,4,4,3,,,,0
3-5-2023 13:05:52,"Dyal Singh college,University of Delhi",Delhi,,"DYAL SINGH COLLEGE,UNIVERSITY OF DELHI",43,,No One,1,3,5,5,3,4,3,2,3,5,2,,,,1
2-9-2023 23:01:28,Vit Chennai ,Chennai,,VIT CHENNAI ,101,,Father,2,3,3,4,3,3,3,2,4,4,3,,,,0
3-5-2023 13:13:56,Warners college of dairy technology,Prayagraj,,WARNERS COLLEGE OF DAIRY TECHNOLOGY,102,,No One,2,2,3,1,4,2,3,1,3,2,3,,,,-2
2-8-2023 17:26:08,Amity University ,Delhi,,AMITY UNIVERSITY ,103,,No One,5,2,2,3,2,4,3,2,2,4,2,,,,2
3-13-2023 16:12:39,AIMS Delhi ,Delhi,,AIMS DELHI ,104,,Father,5,5,1,1,5,5,5,5,3,5,1,,,,0
2-27-2023 12:33:39,ARSD delhi university,Delhi,,ARSD DELHI UNIVERSITY,105,,No One,2,3,3,4,3,5,5,3,5,5,4,,,,2
2-10-2023 9:36:01,"Asutosh College, University of Calcutta ",Kolkata,,"ASUTOSH COLLEGE, UNIVERSITY OF CALCUTTA ",106,,Father,4,4,1,1,3,3,3,1,4,1,5,,,,0
2-26-2023 21:52:13,B.L.D.E.A'sV.P. Dr. P.G. Halakatti College of Engg. & Tech,Bijapur,,B.L.D.E.A'SV.P. DR. P.G. HALAKATTI COLLEGE OF ENGG. & TECH,55,,No One,2,3,4,2,3,4,4,3,4,2,5,,,,1
2-25-2023 10:23:02,B.p.poddar Institute of Management and technology ,Kolkata,,B.P.PODDAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY ,108,,No One,3,1,1,2,3,4,5,1,3,4,4,,,,1
2-8-2023 15:06:57,Bal Bharati College of Commerce,Pune,,BAL BHARATI COLLEGE OF COMMERCE,109,,No One,2,3,3,3,5,5,3,3,3,4,3,,,,0
3-1-2023 13:26:57,Bharati Vidyapeeth's College of Engineering,Pune,,BHARATI VIDYAPEETH'S COLLEGE OF ENGINEERING,110,,Father,4,5,5,3,2,5,3,4,3,5,4,,,,3
3-5-2023 13:57:38,BIT sindri,Sindri,,BIT SINDRI,111,,No One,1,1,3,1,5,4,4,3,3,1,5,,,,-1
2-26-2023 22:52:27,BMCRI bangalore ,Bangalore,,BMCRI BANGALORE ,112,,No One,1,1,1,1,1,5,5,1,3,5,1,,,,4
3-6-2023 0:06:23,BMS institute of technology ,Bangalore,,BMS INSTITUTE OF TECHNOLOGY ,113,,No One,3,2,3,3,4,4,3,2,4,5,4,,,,0
3-1-2023 13:36:33,Chandigarh College of engineering and technology ,Chandigarh,,CHANDIGARH COLLEGE OF ENGINEERING AND TECHNOLOGY ,114,,Sibling,2,2,1,1,3,4,3,1,4,5,5,,,,1
3-5-2023 13:18:15,Dbkn college,Narhan,,DBKN COLLEGE,115,,Sibling,2,1,4,1,3,5,2,2,5,1,2,,,,2
2-27-2023 11:23:46,delhi technological university,Delhi,,DELHI TECHNOLOGICAL UNIVERSITY,116,,No One,2,4,5,1,2,4,5,5,5,5,3,,,,2
2-8-2023 17:10:27,Fanshawe College ,London,,FANSHAWE COLLEGE ,xxx,,No One,1,3,3,3,3,3,3,3,3,3,3,,,,0
3-5-2023 15:35:13,GNIOT ,Noida,,GNIOT ,118,,No One,3,1,1,1,5,3,3,1,1,1,5,,,,-2
3-5-2023 13:32:08,"Government College of Engineering, Nagpur ",Nagput,,"GOVERNMENT COLLEGE OF ENGINEERING, NAGPUR ",119,,No One,2,3,4,3,4,4,3,3,4,3,3,,,,0
3-5-2023 15:46:50,Government engineering College gandhinagar ,Gandhinagar,,GOVERNMENT ENGINEERING COLLEGE GANDHINAGAR ,120,,No One,2,1,1,1,3,4,4,3,3,1,5,,,,1
3-5-2023 13:17:47,Greater Noida college ,Noida,,GREATER NOIDA COLLEGE ,121,,No One,1,1,2,5,5,5,5,5,5,5,5,,,,0
2-9-2023 0:35:19,Iiit vadodara ,Vadodara,,IIIT VADODARA ,122,,No One,2,2,2,1,3,3,3,3,3,5,3,,,,0
3-13-2023 16:21:31,IIT Bhubaneswar ,Bhubaneshwar,,IIT BHUBANESWAR ,123,,Father,3,2,4,2,5,5,4,3,2,2,3,,,,0
3-13-2023 17:17:38,IIIT Nagpur,Nagpur,,IIIT NAGPUR,124,,No One,2,3,3,4,4,4,3,3,4,4,4,,,,0
3-2-2023 16:07:47,Indira College of Commerce and Science Pune ,Pune,,INDIRA COLLEGE OF COMMERCE AND SCIENCE PUNE ,125,,Sibling,1,5,5,5,5,5,5,2,5,5,5,,,,0
3-10-2023 1:27:33,Jadhavpur University,Kolkata,,JADHAVPUR UNIVERSITY,126,,Father,2,3,3,3,3,1,3,2,2,2,1,,,,-2
2-24-2023 23:22:15,Kpcmch,Kolkata,,KPCMCH,127,,No One,2,2,3,3,3,3,3,3,3,3,3,,,,0
3-5-2023 19:21:59,L.D.COLLEGE OF ENGINEERING,Ahemdabad,,L.D.COLLEGE OF ENGINEERING,128,,No One,2,5,5,5,5,5,5,5,5,5,5,,,,0
3-13-2023 16:32:44,"LSR, DU",Delhi,,"LSR, DU",129,,No One,2,2,2,1,3,3,3,2,3,4,3,,,,0
2-8-2023 14:54:11,Mscet,Surat,,MSCET,130,,Father,4,4,4,4,4,4,4,4,4,4,4,,,,0
3-10-2023 14:13:28,Nit kurukshetra,Kurukshetra,,NIT KURUKSHETRA,131,,Mother,4,3,4,4,2,4,2,2,2,2,2,,,,2
3-6-2023 8:04:32,PES UNIVERSITY ,Bangalore,,PES UNIVERSITY ,132,,No One,2,4,4,4,4,4,3,1,1,4,4,,,,0
3-5-2023 14:30:16,PVG COET Pune ,Pune,,PVG COET PUNE ,133,,No One,2,3,4,4,4,5,4,4,4,4,5,,,,1
2-26-2023 21:43:21,Sahana ,Mysore,,SAHANA ,134,,No One,2,3,3,4,4,3,3,2,2,2,2,,,,-1
2-8-2023 17:53:27,Scottish Church College ,Kolkata,,SCOTTISH CHURCH COLLEGE ,135,,Sibling,1,5,5,5,3,3,2,3,4,4,2,,,,0
2-8-2023 14:48:19,Sggs nanded,Nanded,,SGGS NANDED,136,,No One,1,4,3,4,5,1,2,1,2,1,4,,,,-4
3-5-2023 13:31:03,Sri krishna,Bangalore,,SRI KRISHNA,137,,No One,2,1,2,2,1,1,2,1,1,2,2,,,,0
3-2-2023 11:32:49,Sri Venkateswara College ,Delhi,,SRI VENKATESWARA COLLEGE ,138,,No One,3,3,2,4,3,2,5,3,4,5,4,,,,-1
3-7-2023 0:50:05,University of engineering and management,Kolkata,,UNIVERSITY OF ENGINEERING AND MANAGEMENT,139,,No One,2,1,1,1,2,2,2,2,3,4,5,,,,0
3-13-2023 15:33:04,Vjti,Mumbai,,VJTI,140,,No One,2,3,4,2,4,4,4,3,3,3,3,,,,0
,,,,,,,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,,,,,,,
